+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+---------------+-------------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-munro | patched-old | cnt |                 qid                 |   diff   | pct_diff |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 3524288    | 4433.96       | 7964.26     | 6   | 18550,18690,18830,18548,18688,18828 | 3530.3   | 79.62    |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4024288    | 4095.69       | 7621.57     | 6   | 22335,22475,22615,22333,22473,22613 | 3525.88  | 86.09    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 565536     | 16594.17      | 19976.2     | 6   | 7250,7375,7500,7248,7373,7498       | 3382.03  | 20.38    |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 4024288    | 4090.96       | 7427.11     | 6   | 21075,21215,21355,21073,21213,21353 | 3336.15  | 81.55    |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 2024288    | 2082.98       | 5415.84     | 6   | 21055,21195,21335,21053,21193,21333 | 3332.86  | 160.0    |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 4024288    | 4077.17       | 7363.24     | 6   | 20235,20375,20515,20233,20373,20513 | 3286.07  | 80.6     |
| 6   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 565536     | 14056.95      | 17198.57    | 6   | 8000,8125,8250,7998,8123,8248       | 3141.62  | 22.35    |
| 7   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 565536     | 14137.93      | 17176.34    | 6   | 9875,10000,10125,9873,9998,10123    | 3038.41  | 21.49    |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 3024288    | 3906.16       | 6925.67     | 6   | 23165,23305,23445,23163,23303,23443 | 3019.51  | 77.3     |
| 8   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 565536     | 16771.27      | 19783.91    | 6   | 10625,10750,10875,10623,10748,10873 | 3012.64  | 17.96    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 503036     | 14707.57      | 17719.69    | 6   | 11370,11495,11620,11368,11493,11618 | 3012.12  | 20.48    |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 3524288    | 3651.34       | 6656.97     | 6   | 20230,20370,20510,20228,20368,20508 | 3005.63  | 82.32    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 503036     | 14791.86      | 17783.98    | 6   | 7245,7370,7495,7243,7368,7493       | 2992.12  | 20.23    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 440536     | 12813.86      | 15781.35    | 6   | 10615,10740,10865,10613,10738,10863 | 2967.49  | 23.16    |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 3024288    | 4135.97       | 7084.04     | 6   | 19385,19525,19665,19383,19523,19663 | 2948.07  | 71.28    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 524288     | 1460.61       | 4297.5      | 6   | 29860,30000,30140,29858,29998,30138 | 2836.89  | 194.23   |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 1024288    | 2968.96       | 5739.57     | 6   | 26085,26225,26365,26083,26223,26363 | 2770.61  | 93.32    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 1024288    | 2901.23       | 5671.73     | 6   | 25245,25385,25525,25243,25383,25523 | 2770.5   | 95.49    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 503036     | 12678.29      | 15418.59    | 6   | 8745,8870,8995,8743,8868,8993       | 2740.3   | 21.61    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 524288     | 1375.49       | 3990.6      | 6   | 27760,27900,28040,27758,27898,28038 | 2615.11  | 190.12   |
| 7   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 503036     | 12892.25      | 15501.79    | 6   | 9120,9245,9370,9118,9243,9368       | 2609.54  | 20.24    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 440536     | 12940.73      | 15544.18    | 6   | 11365,11490,11615,11363,11488,11613 | 2603.45  | 20.12    |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 524288     | 1357.04       | 3947.72     | 6   | 29020,29160,29300,29018,29158,29298 | 2590.68  | 190.91   |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 2524288    | 3364.09       | 5913.92     | 6   | 19380,19520,19660,19378,19518,19658 | 2549.83  | 75.8     |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 3024288    | 3110.1        | 5619.65     | 6   | 21065,21205,21345,21063,21203,21343 | 2509.55  | 80.69    |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 1024288    | 2590.38       | 5096.83     | 6   | 28185,28325,28465,28183,28323,28463 | 2506.45  | 96.76    |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2524288    | 3445.11       | 5942.75     | 6   | 24000,24140,24280,23998,24138,24278 | 2497.64  | 72.5     |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 1524288    | 1550.32       | 4019.01     | 6   | 21470,21610,21750,21468,21608,21748 | 2468.69  | 159.24   |
