+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+-------------+---------------+-----+-------------------------------------+-----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-old | patched-munro | cnt |                 qid                 |   diff    | pct_diff |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 1524288    | 547.55      | 657.87        | 6   | 18108,18248,18388,18110,18250,18390 | 110.32    | 20.15    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 315536     | 526.77      | 636.19        | 6   | 10978,11103,11228,10980,11105,11230 | 109.42    | 20.77    |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 2524288    | 888.86      | 997.81        | 6   | 23578,23718,23858,23580,23720,23860 | 108.95    | 12.26    |
| 11  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 253036     | 5425.81     | 5534.53       | 6   | 15098,15223,15348,15100,15225,15350 | 108.72    | 2.0      |
| 8   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 190536     | 6671.4      | 6780.02       | 6   | 10593,10718,10843,10595,10720,10845 | 108.62    | 1.63     |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 1024288    | 564.8       | 673.37        | 6   | 30283,30423,30563,30285,30425,30565 | 108.57    | 19.22    |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2024288    | 2367.46     | 2475.85       | 6   | 22733,22873,23013,22735,22875,23015 | 108.39    | 4.58     |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2524288    | 974.14      | 1081.34       | 6   | 24418,24558,24698,24420,24560,24700 | 107.2     | 11.0     |
| 1   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 128036     | 2617.28     | 2722.24       | 6   | 463,588,713,465,590,715             | 104.96    | 4.01     |
| 1   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 378036     | 5031.56     | 5135.59       | 6   | 1233,1358,1483,1235,1360,1485       | 104.03    | 2.07     |
| 3   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 503036     | 5986.53     | 6089.31       | 6   | 4243,4368,4493,4245,4370,4495       | 102.78    | 1.72     |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 2524288    | 1683.43     | 1785.75       | 6   | 25678,25818,25958,25680,25820,25960 | 102.32    | 6.08     |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 1024288    | 366.96      | 468.16        | 6   | 18103,18243,18383,18105,18245,18385 | 101.2     | 27.58    |
| 2   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 190536     | 3172.45     | 3273.12       | 6   | 1593,1718,1843,1595,1720,1845       | 100.67    | 3.17     |
| 1   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 565536     | 3461.46     | 3560.52       | 6   | 873,998,1123,875,1000,1125          | 99.06     | 2.86     |
| 5   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 253036     | 9115.68     | 9208.5        | 6   | 6473,6598,6723,6475,6600,6725       | 92.82     | 1.02     |
