+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+---------------+----------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-munro | patched  | cnt |                 qid                 |   diff   | pct_diff |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2024288    | 5772.38       | 21943.75 | 6   | 30715,30855,30995,30712,30852,30992 | 16171.37 | 280.15   |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 3024288    | 8649.72       | 24819.5  | 6   | 25265,25405,25545,25262,25402,25542 | 16169.78 | 186.94   |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | asc        | 3024288    | 8621.12       | 24665.38 | 6   | 30725,30865,31005,30722,30862,31002 | 16044.26 | 186.1    |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 3024288    | 7756.22       | 22688.04 | 6   | 29045,29185,29325,29042,29182,29322 | 14931.82 | 192.51   |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 2524288    | 7110.15       | 20722.01 | 6   | 25260,25400,25540,25257,25397,25537 | 13611.86 | 191.44   |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 2524288    | 6963.42       | 20399.69 | 6   | 29880,30020,30160,29877,30017,30157 | 13436.27 | 192.96   |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 2524288    | 6598.56       | 19005.78 | 6   | 27780,27920,28060,27777,27917,28057 | 12407.22 | 188.03   |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4524288    | 11548.75      | 23007.88 | 6   | 29060,29200,29340,29057,29197,29337 | 11459.13 | 99.22    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 1524288    | 3929.72       | 15335.81 | 6   | 27770,27910,28050,27767,27907,28047 | 11406.09 | 290.25   |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1524288    | 3910.23       | 15258.74 | 6   | 29030,29170,29310,29027,29167,29307 | 11348.51 | 290.23   |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 4024288    | 11163.07      | 22028.24 | 6   | 29895,30035,30175,29892,30032,30172 | 10865.17 | 97.33    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 2024288    | 5630.34       | 16330.47 | 6   | 29875,30015,30155,29872,30012,30152 | 10700.13 | 190.04   |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2024288    | 5166.24       | 15203.56 | 6   | 29035,29175,29315,29032,29172,29312 | 10037.32 | 194.29   |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 2024288    | 5130.53       | 15145.65 | 6   | 26935,27075,27215,26932,27072,27212 | 10015.12 | 195.21   |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 2024288    | 5085.17       | 15049.36 | 6   | 28195,28335,28475,28192,28332,28472 | 9964.19  | 195.95   |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 4024288    | 10216.86      | 20100.35 | 6   | 26955,27095,27235,26952,27092,27232 | 9883.49  | 96.74    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 3524288    | 10044.41      | 19905.79 | 6   | 25270,25410,25550,25267,25407,25547 | 9861.38  | 98.18    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | asc        | 3524288    | 10058.23      | 19413.14 | 6   | 30730,30870,31010,30727,30867,31007 | 9354.91  | 93.01    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 3524288    | 9724.47       | 19058.74 | 6   | 29890,30030,30170,29887,30027,30167 | 9334.27  | 95.99    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 3524288    | 9173.78       | 17954.91 | 6   | 27790,27930,28070,27787,27927,28067 | 8781.13  | 95.72    |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 3524288    | 8877.79       | 17509.31 | 6   | 28210,28350,28490,28207,28347,28487 | 8631.52  | 97.23    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 1024288    | 2968.96       | 11406.19 | 6   | 26085,26225,26365,26082,26222,26362 | 8437.23  | 284.18   |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 1524288    | 4372.89       | 12736.15 | 6   | 26090,26230,26370,26087,26227,26367 | 8363.26  | 191.25   |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 3024288    | 8365.45       | 16429.82 | 6   | 29885,30025,30165,29882,30022,30162 | 8064.37  | 96.4     |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 1024288    | 2658.56       | 10363.65 | 6   | 27765,27905,28045,27762,27902,28042 | 7705.09  | 289.82   |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 3024288    | 7656.01       | 15245.61 | 6   | 26945,27085,27225,26942,27082,27222 | 7589.6   | 99.13    |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 1024288    | 2590.38       | 10122.6  | 6   | 28185,28325,28465,28182,28322,28462 | 7532.22  | 290.78   |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 3024288    | 7791.32       | 15267.48 | 6   | 27785,27925,28065,27782,27922,28062 | 7476.16  | 95.95    |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 3024288    | 7767.73       | 15111.31 | 6   | 28205,28345,28485,28202,28342,28482 | 7343.58  | 94.54    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2524288    | 7189.38       | 14246.81 | 6   | 30720,30860,31000,30717,30857,30997 | 7057.43  | 98.16    |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4024288    | 4095.69       | 10811.43 | 6   | 22335,22475,22615,22332,22472,22612 | 6715.74  | 163.97   |
| 7   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 565536     | 11048.69      | 17421.36 | 6   | 9125,9250,9375,9122,9247,9372       | 6372.67  | 57.68    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 503036     | 11727.45      | 18055.68 | 6   | 6495,6620,6745,6492,6617,6742       | 6328.23  | 53.96    |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2524288    | 6479.16       | 12715.93 | 6   | 29040,29180,29320,29037,29177,29317 | 6236.77  | 96.26    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 2524288    | 6395.8        | 12622.49 | 6   | 26940,27080,27220,26937,27077,27217 | 6226.69  | 97.36    |
| 7   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 378036     | 5308.16       | 11504.59 | 6   | 9860,9985,10110,9857,9982,10107     | 6196.43  | 116.73   |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 2524288    | 6329.09       | 12510.01 | 6   | 28200,28340,28480,28197,28337,28477 | 6180.92  | 97.66    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 565536     | 10996.58      | 17130.75 | 6   | 8750,8875,9000,8747,8872,8997       | 6134.17  | 55.78    |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 3524288    | 3585.7        | 9413.71  | 6   | 21070,21210,21350,21067,21207,21347 | 5828.01  | 162.53   |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | desc        | asc        | 3024288    | 4146.96       | 9906.56  | 6   | 24005,24145,24285,24002,24142,24282 | 5759.6   | 138.89   |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 2024288    | 5837.29       | 11524.52 | 6   | 26095,26235,26375,26092,26232,26372 | 5687.23  | 97.43    |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 3524288    | 3651.34       | 9329.79  | 6   | 20230,20370,20510,20227,20367,20507 | 5678.45  | 155.52   |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1024288    | 3026.53       | 8695.58  | 6   | 30705,30845,30985,30702,30842,30982 | 5669.05  | 187.31   |
| 8   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 503036     | 11946.41      | 17587.97 | 6   | 10620,10745,10870,10617,10742,10867 | 5641.56  | 47.22    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 2024288    | 5705.1        | 11155.34 | 6   | 25255,25395,25535,25252,25392,25532 | 5450.24  | 95.53    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 440536     | 10317.01      | 15557.32 | 6   | 7240,7365,7490,7237,7362,7487       | 5240.31  | 50.79    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 1024288    | 2614.53       | 7834.6   | 6   | 26925,27065,27205,26922,27062,27202 | 5220.07  | 199.66   |
| 5   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 440536     | 10277.71      | 15432.2  | 6   | 6490,6615,6740,6487,6612,6737       | 5154.49  | 50.15    |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2524288    | 3445.11       | 8468.71  | 6   | 24000,24140,24280,23997,24137,24277 | 5023.6   | 145.82   |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 2024288    | 5280.75       | 10268.8  | 6   | 27775,27915,28055,27772,27912,28052 | 4988.05  | 94.46    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | asc        | 524288     | 1559.95       | 5877.8   | 6   | 30700,30840,30980,30697,30837,30977 | 4317.85  | 276.79   |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1524288    | 4474.93       | 8690.24  | 6   | 30710,30850,30990,30707,30847,30987 | 4215.31  | 94.2     |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 524288     | 1460.61       | 5662.79  | 6   | 29860,30000,30140,29857,29997,30137 | 4202.18  | 287.7    |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 4524288    | 6258.47       | 10400.48 | 6   | 19400,19540,19680,19397,19537,19677 | 4142.01  | 66.18    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 1524288    | 4309.81       | 8424.8   | 6   | 25250,25390,25530,25247,25387,25527 | 4114.99  | 95.48    |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 2524288    | 2648.04       | 6745.92  | 6   | 21060,21200,21340,21057,21197,21337 | 4097.88  | 154.75   |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 1524288    | 4217.25       | 8274.8   | 6   | 29870,30010,30150,29867,30007,30147 | 4057.55  | 96.21    |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 4024288    | 5093.84       | 9049.59  | 6   | 18555,18695,18835,18552,18692,18832 | 3955.75  | 77.66    |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | desc        | asc        | 4024288    | 5362.49       | 9274.92  | 6   | 24015,24155,24295,24012,24152,24292 | 3912.43  | 72.96    |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 4024288    | 5365.9        | 9251.44  | 6   | 19395,19535,19675,19392,19532,19672 | 3885.54  | 72.41    |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4524288    | 4613.12       | 8448.52  | 6   | 22340,22480,22620,22337,22477,22617 | 3835.4   | 83.14    |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 4524288    | 4542.19       | 8246.41  | 6   | 20240,20380,20520,20237,20377,20517 | 3704.22  | 81.55    |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 4524288    | 4566.92       | 8245.71  | 6   | 21500,21640,21780,21497,21637,21777 | 3678.79  | 80.55    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 1524288    | 4037.59       | 7610.11  | 6   | 26930,27070,27210,26927,27067,27207 | 3572.52  | 88.48    |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 3524288    | 4434.45       | 7953.3   | 6   | 23170,23310,23450,23167,23307,23447 | 3518.85  | 79.35    |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 3524288    | 4433.96       | 7937.81  | 6   | 18550,18690,18830,18547,18687,18827 | 3503.85  | 79.02    |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 3524288    | 4713.92       | 8115.73  | 6   | 19390,19530,19670,19387,19527,19667 | 3401.81  | 72.17    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 565536     | 16535.06      | 19930.47 | 6   | 11375,11500,11625,11372,11497,11622 | 3395.41  | 20.53    |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 2024288    | 2053.0        | 5405.14  | 6   | 21475,21615,21755,21472,21612,21752 | 3352.14  | 163.28   |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 4024288    | 4027.52       | 7353.22  | 6   | 21495,21635,21775,21492,21632,21772 | 3325.7   | 82.57    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 565536     | 16594.17      | 19913.77 | 6   | 7250,7375,7500,7247,7372,7497       | 3319.6   | 20.0     |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2024288    | 2075.36       | 5391.27  | 6   | 22315,22455,22595,22312,22452,22592 | 3315.91  | 159.78   |
| 8   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 565536     | 16771.27      | 20077.32 | 6   | 10625,10750,10875,10622,10747,10872 | 3306.05  | 19.71    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 565536     | 14056.95      | 17338.55 | 6   | 8000,8125,8250,7997,8122,8247       | 3281.6   | 23.35    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 503036     | 14707.57      | 17806.78 | 6   | 11370,11495,11620,11367,11492,11617 | 3099.21  | 21.07    |
| 7   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 565536     | 14137.93      | 17188.48 | 6   | 9875,10000,10125,9872,9997,10122    | 3050.55  | 21.58    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 440536     | 12813.86      | 15829.95 | 6   | 10615,10740,10865,10612,10737,10862 | 3016.09  | 23.54    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 503036     | 14791.86      | 17735.8  | 6   | 7245,7370,7495,7242,7367,7492       | 2943.94  | 19.9     |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 3024288    | 3906.16       | 6822.79  | 6   | 23165,23305,23445,23162,23302,23442 | 2916.63  | 74.67    |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 3524288    | 3612.34       | 6512.9   | 6   | 22330,22470,22610,22327,22467,22607 | 2900.56  | 80.3     |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 3024288    | 3911.7        | 6792.73  | 6   | 18545,18685,18825,18542,18682,18822 | 2881.03  | 73.65    |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 3524288    | 3536.69       | 6413.62  | 6   | 21490,21630,21770,21487,21627,21767 | 2876.93  | 81.35    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 524288     | 1520.27       | 4374.61  | 6   | 26080,26220,26360,26077,26217,26357 | 2854.34  | 187.75   |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 1024288    | 2901.23       | 5663.73  | 6   | 25245,25385,25525,25242,25382,25522 | 2762.5   | 95.22    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 503036     | 12678.29      | 15403.35 | 6   | 8745,8870,8995,8742,8867,8992       | 2725.06  | 21.49    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 1024288    | 2860.85       | 5584.35  | 6   | 29865,30005,30145,29862,30002,30142 | 2723.5   | 95.2     |
| 7   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 503036     | 12892.25      | 15528.62 | 6   | 9120,9245,9370,9117,9242,9367       | 2636.37  | 20.45    |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 524288     | 1357.04       | 3979.43  | 6   | 29020,29160,29300,29017,29157,29297 | 2622.39  | 193.24   |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 524288     | 1375.49       | 3995.73  | 6   | 27760,27900,28040,27757,27897,28037 | 2620.24  | 190.5    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 440536     | 12940.73      | 15557.35 | 6   | 11365,11490,11615,11362,11487,11612 | 2616.62  | 20.22    |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 2524288    | 3156.88       | 5768.22  | 6   | 23160,23300,23440,23157,23297,23437 | 2611.34  | 82.72    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 524288     | 1377.28       | 3969.63  | 6   | 26920,27060,27200,26917,27057,27197 | 2592.35  | 188.22   |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 524288     | 1341.83       | 3914.81  | 6   | 28180,28320,28460,28177,28317,28457 | 2572.98  | 191.75   |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 2524288    | 3364.09       | 5910.68  | 6   | 19380,19520,19660,19377,19517,19657 | 2546.59  | 75.7     |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1024288    | 2634.01       | 5148.84  | 6   | 29025,29165,29305,29022,29162,29302 | 2514.83  | 95.48    |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 3024288    | 3065.34       | 5546.49  | 6   | 20225,20365,20505,20222,20362,20502 | 2481.15  | 80.94    |
