+-----+------------+----------+-----------+----------+-------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+-------------------+---------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-old-munro | patched-munro | cnt |                 qid                 | pct_diff |
| 29  | 80         | 10000000 | 10000000  | 117648   | 4     | 2048  | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 262144     | 298.8             | 435.01        | 6   | 45409,45554,45699,45410,45555,45700 | 45.59    |
| 2   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 2048       | 11.34             | 16.49         | 6   | 2669,2814,2959,2670,2815,2960       | 45.41    |
| 37  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 4096       | 23.53             | 34.05         | 6   | 58819,58964,59109,58820,58965,59110 | 44.71    |
| 31  | 80         | 10000000 | 10000000  | 117648   | 4     | 2048  | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 64         | 2.67              | 3.86          | 6   | 49264,49409,49554,49265,49410,49555 | 44.57    |
| 32  | 80         | 10000000 | 10000000  | 117648   | 4     | 2048  | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 3048576    | 3321.3            | 4786.57       | 6   | 50214,50359,50504,50215,50360,50505 | 44.12    |
| 26  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 131072     | 787.07            | 1134.27       | 6   | 40679,40809,40939,40680,40810,40940 | 44.11    |
| 33  | 100        | 10000000 | 2500000   | 93458    | 0     | 512   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2          | 1.25              | 1.8           | 6   | 53064,53199,53334,53065,53200,53335 | 44.0     |
| 18  | 20         | 10000000 | 5000000   | 476191   | 4     | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 2          | 1.33              | 1.91          | 6   | 27969,28109,28249,27970,28110,28250 | 43.61    |
| 22  | 100        | 10000000 | 2500000   | 93458    | 4     | 32    | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 16384      | 41.71             | 59.76         | 6   | 34259,34394,34529,34260,34395,34530 | 43.27    |
| 32  | 80         | 10000000 | 10000000  | 117648   | 4     | 2048  | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 7048576    | 7704.88           | 11026.92      | 6   | 50234,50379,50524,50235,50380,50525 | 43.12    |
| 14  | 60         | 10000000 | 625000    | 156250   | 1024  | 2     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 64         | 3.36              | 4.79          | 6   | 20974,21099,21224,20975,21100,21225 | 42.56    |
| 26  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 756072     | 4646.78           | 6619.73       | 6   | 40704,40834,40964,40705,40835,40965 | 42.46    |
| 7   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | worker   | 12        | 16  | decrease  | asc         | desc       | 512        | 14.91             | 21.23         | 6   | 10789,10929,11069,10790,10930,11070 | 42.39    |
| 46  | 20         | 10000000 | 5000000   | 476191   | 1024  | 512   | 2    | worker   | 12        | 16  | increase  | desc        | asc        | 64         | 6.04              | 8.59          | 6   | 73474,73614,73754,73475,73615,73755 | 42.22    |
| 32  | 80         | 10000000 | 10000000  | 117648   | 4     | 2048  | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1048576    | 1178.5            | 1670.67       | 6   | 51074,51219,51364,51075,51220,51365 | 41.76    |
| 26  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 631072     | 3925.82           | 5563.25       | 6   | 40699,40829,40959,40700,40830,40960 | 41.71    |
| 26  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 65536      | 400.45            | 566.81        | 6   | 40674,40804,40934,40675,40805,40935 | 41.54    |
| 2   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 512        | 8.08              | 11.42         | 6   | 1789,1934,2079,1790,1935,2080       | 41.34    |
| 27  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 381072     | 2373.77           | 3351.09       | 6   | 41859,41989,42119,41860,41990,42120 | 41.17    |
| 27  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 256072     | 1585.99           | 2236.64       | 6   | 42634,42764,42894,42635,42765,42895 | 41.02    |
| 26  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 65536      | 399.65            | 563.4         | 6   | 41454,41584,41714,41455,41585,41715 | 40.97    |
| 21  | 100        | 10000000 | 2500000   | 93458    | 4     | 32    | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 4096       | 12.67             | 17.86         | 6   | 33439,33574,33709,33440,33575,33710 | 40.96    |
| 28  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1024       | 11.99             | 16.86         | 6   | 44154,44284,44414,44155,44285,44415 | 40.62    |
| 42  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 128        | 8.19              | 11.45         | 6   | 67749,67884,68019,67750,67885,68020 | 39.8     |
| 22  | 100        | 10000000 | 2500000   | 93458    | 4     | 32    | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 4          | 1.09              | 1.52          | 6   | 34199,34334,34469,34200,34335,34470 | 39.45    |
| 23  | 100        | 10000000 | 2500000   | 93458    | 4     | 32    | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2048       | 6.04              | 8.4           | 6   | 36269,36404,36539,36270,36405,36540 | 39.07    |
| 6   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 512        | 17.34             | 24.09         | 6   | 9529,9669,9809,9530,9670,9810       | 38.93    |
| 29  | 80         | 10000000 | 10000000  | 117648   | 4     | 2048  | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 2048576    | 773.83            | 1075.03       | 6   | 45859,46004,46149,45860,46005,46150 | 38.92    |
| 39  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 32768      | 43.77             | 60.78         | 6   | 62749,62894,63039,62750,62895,63040 | 38.86    |
| 2   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 4096       | 12.7              | 17.63         | 6   | 3109,3254,3399,3110,3255,3400       | 38.82    |
| 6   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 16         | 3.26              | 4.52          | 6   | 9504,9644,9784,9505,9645,9785       | 38.65    |
| 40  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 256        | 18.0              | 24.91         | 6   | 64889,65034,65179,64890,65035,65180 | 38.39    |
| 42  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 64         | 6.34              | 8.75          | 6   | 68149,68284,68419,68150,68285,68420 | 38.01    |
| 27  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 16384      | 110.36            | 152.06        | 6   | 41834,41964,42094,41835,41965,42095 | 37.79    |
| 30  | 80         | 10000000 | 10000000  | 117648   | 4     | 2048  | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 16384      | 19.22             | 26.43         | 6   | 47999,48144,48289,48000,48145,48290 | 37.51    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 4     | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1024       | 7.47              | 10.27         | 6   | 31374,31514,31654,31375,31515,31655 | 37.48    |
| 2   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 1024       | 12.61             | 17.31         | 6   | 2664,2809,2954,2665,2810,2955       | 37.27    |
| 7   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 1024       | 18.37             | 25.21         | 6   | 10374,10514,10654,10375,10515,10655 | 37.23    |
| 32  | 80         | 10000000 | 10000000  | 117648   | 4     | 2048  | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 5048576    | 1953.13           | 2680.21       | 6   | 51529,51674,51819,51530,51675,51820 | 37.23    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 4     | 512   | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 16         | 2.34              | 3.21          | 6   | 30504,30644,30784,30505,30645,30785 | 37.18    |
| 26  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 512        | 7.37              | 10.08         | 6   | 40639,40769,40899,40640,40770,40900 | 36.77    |
| 7   | 60         | 10000000 | 5000000   | 156250   | 16384 | 2048  | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 512        | 20.96             | 28.54         | 6   | 11209,11349,11489,11210,11350,11490 | 36.16    |
| 37  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 512        | 21.11             | 28.72         | 6   | 59674,59819,59964,59675,59820,59965 | 36.05    |
| 45  | 20         | 10000000 | 5000000   | 476191   | 1024  | 512   | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 512        | 8.17              | 11.11         | 6   | 71809,71949,72089,71810,71950,72090 | 35.99    |
| 24  | 100        | 10000000 | 2500000   | 93458    | 4     | 32    | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 256        | 1.9               | 2.58          | 6   | 37469,37604,37739,37470,37605,37740 | 35.79    |
| 45  | 20         | 10000000 | 5000000   | 476191   | 1024  | 512   | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 1024       | 9.38              | 12.72         | 6   | 72234,72374,72514,72235,72375,72515 | 35.61    |
| 40  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 4096       | 19.62             | 26.6          | 6   | 64039,64184,64329,64040,64185,64330 | 35.58    |
| 3   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 4096       | 12.05             | 16.32         | 6   | 4849,4994,5139,4850,4995,5140       | 35.44    |
| 25  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 881072     | 6620.05           | 8962.44       | 6   | 39929,40059,40189,39930,40060,40190 | 35.38    |
| 39  | 60         | 10000000 | 10000000  | 156250   | 65536 | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 32         | 3.34              | 4.52          | 6   | 62264,62409,62554,62265,62410,62555 | 35.33    |
| 28  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1006072    | 7539.65           | 10195.54      | 6   | 44224,44354,44484,44225,44355,44485 | 35.23    |
| 45  | 20         | 10000000 | 5000000   | 476191   | 1024  | 512   | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 1024       | 9.08              | 12.27         | 6   | 71814,71954,72094,71815,71955,72095 | 35.13    |
| 28  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 65536      | 500.02            | 673.38        | 6   | 43404,43534,43664,43405,43535,43665 | 34.67    |
| 22  | 100        | 10000000 | 2500000   | 93458    | 4     | 32    | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2048       | 6.73              | 9.03          | 6   | 34244,34379,34514,34245,34380,34515 | 34.18    |
| 26  | 60         | 10000000 | 1250000   | 156250   | 1     | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 256        | 4.57              | 6.12          | 6   | 41414,41544,41674,41415,41545,41675 | 33.92    |
| 1   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 4096       | 13.43             | 17.97         | 6   | 64,209,354,65,210,355               | 33.8     |
| 24  | 100        | 10000000 | 2500000   | 93458    | 4     | 32    | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 64         | 1.45              | 1.94          | 6   | 37459,37594,37729,37460,37595,37730 | 33.79    |
| 30  | 80         | 10000000 | 10000000  | 117648   | 4     | 2048  | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 4048576    | 2761.48           | 3679.39       | 6   | 48044,48189,48334,48045,48190,48335 | 33.24    |
| 2   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 32         | 3.25              | 4.32          | 6   | 3074,3219,3364,3075,3220,3365       | 32.92    |
| 4   | 80         | 10000000 | 10000000  | 117648   | 16384 | 128   | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2048       | 11.86             | 15.75         | 6   | 6149,6294,6439,6150,6295,6440       | 32.8     |
| 44  | 40         | 10000000 | 2500000   | 238096   | 16384 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 64         | 6.27              | 8.31          | 6   | 70579,70714,70849,70580,70715,70850 | 32.54    |
| 30  | 80         | 10000000 | 10000000  | 117648   | 4     | 2048  | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 5048576    | 3469.09           | 4585.88       | 6   | 48049,48194,48339,48050,48195,48340 | 32.19    |
| 16  | 60         | 10000000 | 625000    | 156250   | 1024  | 2     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 4          | 1.59              | 2.1           | 6   | 25079,25204,25329,25080,25205,25330 | 32.08    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 4     | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 8          | 2.12              | 2.8           | 6   | 28399,28539,28679,28400,28540,28680 | 32.08    |
